Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight
214.0,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg
215.0,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg
216.0,Lenovo,Notebook,17.3,1600x900,8GB,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8kg
217.0,HP,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.63kg
218.0,Dell,Ultrabook,14,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg
219.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg
220.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon 520,Linux,2.2kg
221.0,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.74kg
222.0,Toshiba,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg
223.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg
224.0,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42kg
225.0,Acer,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2kg
226.0,Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,16GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3kg
227.0,Asus,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 920MX ,Windows 10,2kg
228.0,Asus,Notebook,17.3,Full HD 1920x1080,8GB,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows 10,2.69kg
229.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,AMD FirePro W4190M ,Windows 10,1.9kg
230.0,Asus,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.37kg
231.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,AMD Radeon R2,Windows 10,2.1kg
232.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg
233.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg
234.0,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.6kg
235.0,Dell,Notebook,15.6,Full HD 1920x1080,16GB,256GB SSD,AMD Radeon R7 M445,Linux,2.36kg
236.0,Acer,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 520,Linux,2.1kg
237.0,Asus,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg
238.0,Asus,Gaming,17.3,Full HD 1920x1080,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.7kg
239.0,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
240.0,Lenovo,Notebook,15.6,1366x768,8GB,128GB SSD,Intel HD Graphics 520,Windows 10,7.2kg
241.0,Asus,Notebook,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1kg
242.0,Asus,Notebook,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69kg
243.0,Dell,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg
244.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg
245.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg
246.0,HP,Notebook,15.6,Touchscreen 1366x768,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg
247.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6kg
248.0,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg
249.0,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,8GB,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37kg
250.0,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08kg
251.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg
252.0,Asus,Notebook,15.6,1366x768,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68kg
253.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.37kg
254.0,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,4GB,256GB SSD,Nvidia GeForce MX130,Windows 10,3kg
255.0,Dell,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41kg
256.0,HP,Notebook,15.6,1366x768,8GB,128GB SSD,AMD Radeon R4 Graphics,Windows 10,1.91kg
257.0,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,16GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.9kg
258.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg
259.0,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,8GB,512GB SSD,Nvidia GeForce GTX 1050M,Windows 10,2kg
260.0,Dell,Notebook,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg
261.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,Intel HD Graphics 520,No OS,2.2kg
262.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg
263.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg
264.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24kg
265.0,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67kg
266.0,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,4.1kg
268.0,HP,Notebook,17.3,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.5kg
269.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05kg
270.0,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,8GB,512GB SSD,Intel Iris Graphics 550,macOS,1.37kg
271.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2kg
272.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon 520,Linux,2.14kg
273.0,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg
274.0,Toshiba,Notebook,15.6,1366x768,8GB,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2kg
275.0,Dell,Notebook,15.6,1366x768,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg
276.0,Dell,Notebook,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg
277.0,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg
278.0,Lenovo,Notebook,17.3,1600x900,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.8kg
279.0,Lenovo,Notebook,17.3,Full HD 1920x1080,8GB,2TB HDD,Nvidia GeForce MX150,No OS,2.8kg
280.0,Lenovo,Notebook,17.3,1600x900,6GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.8kg
281.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,AMD Radeon R5 M430,Linux,2.25kg
282.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
283.0,Lenovo,Notebook,15.6,Full HD 1920x1080,6GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.2kg
284.0,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg
285.0,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.15kg
286.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,1.95kg
287.0,Asus,Ultrabook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg
288.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg
289.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 940MX,No OS,2.2kg
290.0,Acer,Notebook,15.6,1366x768,2GB,16GB SSD,Intel HD Graphics,Chrome OS,2.19kg
291.0,Asus,Gaming,17.3,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg
292.0,HP,Notebook,17.3,1600x900,8GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.54kg
293.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2kg
294.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05kg
295.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg
296.0,Acer,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5kg
297.0,Dell,Workstation,17.3,Full HD 1920x1080,16GB,256GB SSD,Nvidia Quadro M1200,Windows 10,3.42kg
298.0,Lenovo,Notebook,15.6,Full HD 1920x1080,6GB,1TB HDD,AMD Radeon R5 430,Windows 10,2.4kg
299.0,Asus,Ultrabook,15.6,Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce 940MX,Windows 10,1.63kg
300.0,Asus,Notebook,14,1366x768,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.3kg
301.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg
302.0,Lenovo,Notebook,17.3,1600x900,6GB,1TB HDD,Nvidia GeForce GTX 940M,Windows 10,5.8kg
303.0,Lenovo,Notebook,15.6,1366x768,8GB,2TB HDD,Nvidia GeForce 940MX,No OS,2.2kg
304.0,Asus,Gaming,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg
305.0,Lenovo,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 505,No OS,2.2kg
306.0,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.28kg
307.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 930M,Windows 10,2.2kg
308.0,Lenovo,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.3kg
309.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.86kg
310.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg
311.0,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,1TB SSD,Intel UHD Graphics 620,Windows 10,1.21kg
312.0,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg
313.0,Acer,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R5,Windows 10,2.23kg
314.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.1kg
315.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.33kg
316.0,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,1TB SSD,Intel UHD Graphics 620,Windows 10,1.29kg
317.0,Lenovo,Notebook,13.3,1366x768,4GB,16GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45kg
318.0,HP,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.95kg
319.0,Acer,Notebook,11.6,1366x768,4GB,128GB Flash Storage,Intel HD Graphics 405,Windows 10,1.4kg
320.0,HP,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg
321.0,Lenovo,Notebook,17.3,1600x900,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79kg
322.0,Asus,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg
323.0,HP,Notebook,15.6,IPS Panel Full HD 1366x768,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg
324.0,Acer,Notebook,15.6,1366x768,8GB,256GB SSD,AMD Radeon RX 540,Windows 10,2.2kg
325.0,Lenovo,Notebook,14,1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44kg
326.0,Acer,Notebook,15.6,1366x768,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,8.23kg
327.0,Asus,Ultrabook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.7kg
328.0,HP,Ultrabook,12.5,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.26kg
329.0,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,32GB,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg
330.0,MSI,Gaming,17.3,Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg
331.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.0kg
332.0,Asus,Notebook,14,Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10,2kg
333.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg
334.0,Asus,Gaming,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg
335.0,HP,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg
337.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg
338.0,Asus,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 500,Linux,2kg
339.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2kg
340.0,Dell,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics,Linux,2.2kg
341.0,Lenovo,Notebook,15.6,Full HD 1920x1080,12GB,2TB HDD,AMD Radeon 530,Windows 10,2.2kg
342.0,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.1kg
343.0,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg
344.0,Dell,Ultrabook,13.3,Full HD 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg
345.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4kg
346.0,HP,Notebook,14,1366x768,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg
347.0,Dell,Ultrabook,15.6,Full HD 1920x1080,16GB,512GB SSD +  256GB SSD,Intel UHD Graphics 620,Windows 10,1.88kg
348.0,Asus,2 in 1 Convertible,11.6,Touchscreen 1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg
349.0,Dell,Ultrabook,15.6,Full HD 1920x1080,8GB,1TB HDD,AMD Radeon 530,Windows 10,0.0002kg
351.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg
352.0,MSI,Gaming,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg
353.0,HP,Workstation,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6kg
354.0,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,16GB,512GB SSD,Nvidia GeForce 930M,Windows 10,2.4kg
355.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg
356.0,Lenovo,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 500,No OS,2.2kg
357.0,Dell,Gaming,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.65kg
358.0,Dell,Notebook,15.6,Touchscreen 1366x768,8GB,2TB HDD,Intel HD Graphics 620,Windows 10,2.36kg
359.0,Dell,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg
360.0,HP,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg
361.0,Asus,Notebook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2kg
362.0,Lenovo,Notebook,17.3,1600x900,6GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8kg
363.0,HP,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.86kg
364.0,Lenovo,Notebook,15.6,1366x768,8GB,256GB SSD,Nvidia GeForce 920MX ,No OS,2.2kg
365.0,HP,Notebook,15.6,1366x768,8GB,2TB HDD,Intel HD Graphics 405,Windows 10,2.04kg
366.0,Dell,Notebook,17.3,Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg
367.0,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4kg
368.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.33kg
369.0,HP,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg
370.0,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,12GB,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26kg
371.0,Acer,Notebook,15.6,1366x768,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.1kg
372.0,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg
373.0,Lenovo,Notebook,17.3,1600x900,4GB,128GB SSD,AMD Radeon R5,Windows 10,2.6kg
374.0,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg
375.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,AMD Radeon R5,Windows 10,1.91kg
376.0,Lenovo,Netbook,11.6,IPS Panel 1366x768,4GB,128GB SSD,Intel HD Graphics 500,Windows 10,1.59kg
377.0,Dell,Notebook,15.6,1366x768,4GB,500GB HDD,Intel HD Graphics 400,Windows 10,1.8kg
378.0,Asus,Notebook,14,1366x768,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5kg
379.0,Acer,Notebook,15.6,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg
380.0,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg
381.0,Lenovo,Notebook,15.6,Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 520,No OS,1.85kg
382.0,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.3kg
383.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.5kg
384.0,Asus,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.1kg
385.0,Lenovo,Ultrabook,14,IPS Panel 2560x1440,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.13kg
386.0,Lenovo,Notebook,13.3,IPS Panel Full HD 1920x1080,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.5kg
387.0,Dell,Workstation,15.6,Full HD 1920x1080,8GB,500GB HDD,AMD FirePro W5130M,Windows 10,2.23kg
388.0,Dell,Workstation,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,2kg
389.0,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.42kg
390.0,Asus,Gaming,17.3,Full HD 1920x1080,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3kg
391.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,3kg
392.0,Acer,Notebook,15.6,IPS Panel 1366x768,12GB,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2kg
393.0,MSI,Gaming,17.3,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg
394.0,Dell,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,AMD Radeon R7 M445,Linux,2.33kg
395.0,HP,Ultrabook,15.6,Full HD 1920x1080,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg
396.0,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,2.1kg
397.0,Lenovo,Notebook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg
398.0,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,8GB,256GB SSD,Nvidia Quadro M1200,Windows 10,1.78kg
399.0,Lenovo,Ultrabook,14,IPS Panel 2560x1440,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.13kg
400.0,Lenovo,Notebook,15.6,1366x768,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.2kg
401.0,Asus,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg
402.0,Lenovo,Notebook,25.6,IPS Panel Full HD 1920x1080,8GB,256GB SSD +  1TB HDD,AMD Radeon RX 550,Windows 10,2.1kg
403.0,Acer,Notebook,15.6,Full HD 1920x1080,8GB,256GB SSD,Nvidia GeForce GTX 1050,Linux,2.5kg
404.0,MSI,Gaming,17.3,Full HD 1920x1080,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg
405.0,Asus,Ultrabook,14,Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.10kg
406.0,Toshiba,Ultrabook,13.3,Full HD 1920x1080,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.2kg
407.0,Dell,Ultrabook,14,Full HD 1920x1080,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg
408.0,Lenovo,Notebook,35.6,Full HD 1920x1080,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2kg
409.0,Lenovo,Notebook,11.6,1366x768,2GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.15kg
410.0,Lenovo,Workstation,15.6,Full HD 1920x1080,8GB,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67kg
411.0,Lenovo,Ultrabook,14,IPS Panel Full HD 2560x1440,8GB,512GB SSD,Nvidia GeForce GT 940MX,Windows 10,1.7kg
412.0,HP,Notebook,15.6,Full HD 1920x1080,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg
413.0,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.6kg
414.0,Asus,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.27kg
415.0,Dell,Notebook,15.6,Full HD 1920x1080,4GB,256GB SSD,AMD Radeon R5 M430,Linux,2.3kg
416.0,Dell,Notebook,13.3,1366x768,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,1.65kg
417.0,HP,Ultrabook,14,Full HD 1920x1080,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg
418.0,Dell,Notebook,15.6,1366x768,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.14kg
419.0,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg
420.0,Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2kg
421.0,Chuwi,Notebook,12.3,IPS Panel Retina Display 2736x1824,6GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.4kg
